*Soil Inorganic Nitrogen daily output file

*DSSAT Cropping System Model Ver. 4.7.5.035 -develop  JUN 14, 2021 09:08:55

*RUN   1        : 20 IRRIG, PETPEN NO KCB.. MZCER047 KSRT2001    1
 MODEL          : MZCER047 - Maize
 EXPERIMENT     : KSRT2001 SB ARM 2020 KS, IRRIGATED
 DATA PATH      :
 TREATMENT  1   : 20 IRRIG, PETPEN NO KCB.. MZCER047
  
!                                                                                                                                      NO3 (ppm) at soil dep. (cm):                                    NH4 (ppm) at soil dep. (cm):                                    Total Inorganic N @dep(ppm):
!                                                                                                                                       0-5    5-15   15-29   29-43   43-53   53-64  64-132 132-201     0-5    5-15   15-29   29-43   43-53   53-64  64-132 132-201     0-5    5-15   15-29   29-43   43-53   53-64  64-132 132-201
@YEAR DOY   DAS  NAPC  NI#M    NIAD    NITD    NHTD   NURTD    NMNC    NITC    NDNC    NIMC    AMLC   NNMNC    NUCM    NLCC    TDNC    NI1D    NI2D    NI3D    NI4D    NI5D    NI6D    NI7D    NI8D    NH1D    NH2D    NH3D    NH4D    NH5D    NH6D    NH7D    NH8D    NT1D    NT2D    NT3D    NT4D    NT5D    NT6D    NT7D    NT8D    
 2020 247   142     0     0    53.0    51.7     1.4     0.0  113.83  114.90    0.00    0.00    0.00  113.83   82.58    0.00    0.00    0.39     0.4     0.6    3.94    1.32    0.91    1.19    3.63    0.23    0.23    0.16    0.04    0.02    0.02    0.02    0.05    0.63    0.63    0.72    3.98    1.33    0.93    1.21    3.68
 2020 248   143     0     0    53.0    51.6     1.4     0.0  114.57  115.66    0.00    0.00    0.00  114.57   83.37    0.00    0.00    0.39     0.4     0.5    3.96    1.32    0.92    1.18    3.65    0.22    0.22    0.16    0.04    0.02    0.02    0.02    0.05    0.61    0.61    0.62    4.00    1.34    0.94    1.20    3.70
 2020 249   144     0     0    53.0    51.7     1.4     0.0  115.30  116.39    0.00    0.00    0.00  115.30   84.08    0.00    0.00    0.38     0.4     0.4    3.98    1.33    0.93    1.16    3.68    0.20    0.22    0.16    0.04    0.02    0.02    0.02    0.05    0.58    0.60    0.55    4.02    1.35    0.95    1.18    3.73
 2020 250   145     0     0    53.1    51.8     1.3     0.0  116.05  117.18    0.00    0.00    0.00  116.05   84.73    0.00    0.00    0.38     0.4     0.4    4.00    1.34    0.94    1.15    3.70    0.17    0.22    0.16    0.04    0.02    0.02    0.02    0.05    0.55    0.61    0.51    4.04    1.36    0.96    1.17    3.75
 2020 251   146     0     0    53.3    52.0     1.3     0.0  116.83  118.03    0.00    0.00    0.00  116.83   85.34    0.00    0.00    0.28     0.4     0.4    4.03    1.36    0.95    1.14    3.73    0.14    0.20    0.14    0.04    0.02    0.02    0.02    0.05    0.41    0.64    0.52    4.06    1.37    0.97    1.16    3.77
 2020 252   147     0     0    53.5    52.0     1.4     0.0  117.67  118.69    0.00    0.00    0.00  117.67   85.98    0.00    0.00    0.23     0.3     0.4    4.05    1.37    0.96    1.13    3.75    0.24    0.29    0.14    0.04    0.02    0.02    0.02    0.05    0.48    0.61    0.53    4.09    1.38    0.98    1.15    3.80
 2020 253   148     0     0    53.8    52.2     1.6     0.0  118.45  119.31    0.00    0.00    0.00  118.45   86.45    0.00    0.00    0.20     0.3     0.5    4.06    1.36    0.98    1.13    3.77    0.33    0.37    0.16    0.04    0.02    0.02    0.02    0.05    0.52    0.64    0.61    4.10    1.37    0.99    1.15    3.82
 2020 254   149     0     0    51.7    49.8     1.9     0.0  119.15  119.72    0.00    0.00    0.00  119.15   89.25    0.00    0.00    0.23     0.3     0.3    2.65    1.36    0.99    1.11    3.79    0.39    0.43    0.22    0.06    0.02    0.02    0.02    0.05    0.62    0.72    0.57    2.71    1.38    1.00    1.13    3.84
 2020 255   150     0     0    50.3    48.3     2.1     0.0  119.74  120.13    0.00    0.00    0.00  119.74   91.19    0.00    0.00    0.29     0.3     0.3    1.74    1.36    0.99    1.10    3.80    0.43    0.46    0.27    0.08    0.02    0.02    0.02    0.05    0.71    0.76    0.55    1.82    1.38    1.01    1.12    3.85
 2020 256   151     0     0    49.5    47.5     2.0     0.0  120.26  120.67    0.00    0.00    0.00  120.26   92.51    0.00    0.00    0.40     0.4     0.3    1.19    1.32    1.01    1.10    3.80    0.38    0.40    0.30    0.10    0.02    0.02    0.02    0.05    0.78    0.77    0.61    1.29    1.34    1.03    1.12    3.85
 2020 257   152     0     0    48.8    46.9     2.0     0.0  120.74  121.24    0.00    0.00    0.00  120.74   93.71    0.00    0.00    0.39     0.3     0.4    0.88    1.27    1.03    1.10    3.78    0.35    0.37    0.27    0.11    0.02    0.02    0.02    0.05    0.73    0.71    0.63    0.98    1.29    1.05    1.12    3.84
 2020 258   153     0     0    48.3    46.4     1.9     0.0  121.30  121.88    0.00    0.00    0.00  121.30   94.77    0.00    0.00    0.36     0.4     0.3    0.60    1.28    1.03    1.09    3.80    0.32    0.33    0.25    0.11    0.02    0.02    0.02    0.05    0.68    0.69    0.58    0.71    1.30    1.05    1.11    3.85
 2020 259   154     0     0    48.1    46.4     1.8     0.0  121.98  122.67    0.00    0.00    0.00  121.98   95.61    0.00    0.00    0.27     0.4     0.4    0.45    1.29    1.04    1.08    3.83    0.29    0.30    0.22    0.12    0.02    0.02    0.02    0.05    0.56    0.68    0.60    0.57    1.31    1.06    1.10    3.88
 2020 260   155     0     0    48.1    46.1     2.0     0.0  122.77  123.22    0.00    0.00    0.00  122.77   96.41    0.00    0.00    0.32     0.3     0.3    0.47    1.26    1.06    1.08    3.82    0.36    0.37    0.28    0.13    0.02    0.02    0.02    0.05    0.68    0.65    0.56    0.60    1.28    1.08    1.10    3.87
 2020 261   156     0     0    48.4    46.6     1.8     0.0  123.61  124.29    0.00    0.00    0.00  123.61   96.97    0.00    0.00    0.48     0.4     0.4    0.41    1.25    1.07    1.08    3.84    0.29    0.29    0.22    0.14    0.02    0.02    0.02    0.05    0.76    0.74    0.63    0.55    1.27    1.08    1.10    3.88
 2020 262   157     0     0    48.2    46.6     1.7     0.0  124.44  125.22    0.00    0.00    0.00  124.44   97.98    0.00    0.00    0.41     0.4     0.4    0.34    1.26    1.08    1.07    3.86    0.25    0.26    0.20    0.15    0.02    0.02    0.02    0.05    0.66    0.66    0.58    0.49    1.28    1.09    1.09    3.91
 2020 263   158     0     0    48.3    46.6     1.6     0.0  125.26  126.08    0.00    0.00    0.00  125.26   98.77    0.00    0.00    0.39     0.4     0.4    0.33    1.27    1.09    1.07    3.88    0.24    0.24    0.19    0.15    0.02    0.02    0.02    0.05    0.62    0.63    0.54    0.48    1.29    1.10    1.09    3.93
 2020 264   159     0     0    48.4    46.8     1.6     0.0  126.07  126.92    0.00    0.00    0.00  126.07   99.46    0.00    0.00    0.38     0.4     0.3    0.33    1.28    1.09    1.06    3.91    0.21    0.24    0.18    0.15    0.02    0.02    0.02    0.05    0.59    0.61    0.53    0.49    1.30    1.11    1.08    3.95
 2020 265   160     0     0    48.5    46.9     1.6     0.0  126.89  127.77    0.00    0.00    0.00  126.89  100.14    0.00    0.00    0.26     0.4     0.4    0.34    1.29    1.10    1.05    3.93    0.19    0.23    0.18    0.15    0.02    0.02    0.02    0.05    0.45    0.63    0.55    0.50    1.31    1.12    1.07    3.98
 2020 266   161     0     0    48.7    46.9     1.8     0.0  127.74  128.35    0.00    0.00    0.00  127.74  100.80    0.00    0.00    0.32     0.3     0.3    0.46    1.26    1.11    1.06    3.92    0.28    0.32    0.24    0.16    0.02    0.02    0.02    0.05    0.60    0.60    0.53    0.62    1.28    1.13    1.08    3.97
 2020 267   162     0     0    49.0    47.4     1.7     0.0  128.61  129.37    0.00    0.00    0.00  128.61  101.33    0.00    0.00    0.45     0.4     0.4    0.43    1.26    1.12    1.06    3.93    0.25    0.26    0.20    0.16    0.02    0.02    0.02    0.05    0.70    0.69    0.59    0.59    1.27    1.13    1.08    3.98
 2020 268   163     0     0    49.0    47.4     1.6     0.0  129.49  130.33    0.00    0.00    0.00  129.49  102.28    0.00    0.00    0.40     0.4     0.4    0.37    1.27    1.13    1.06    3.96    0.23    0.24    0.19    0.16    0.02    0.02    0.02    0.05    0.63    0.64    0.56    0.53    1.28    1.14    1.07    4.01
 2020 269   164     0     0    49.1    47.5     1.6     0.0  130.40  131.30    0.00    0.00    0.00  130.40  103.09    0.00    0.00    0.40     0.4     0.4    0.35    1.28    1.14    1.05    3.98    0.21    0.22    0.18    0.16    0.02    0.02    0.02    0.05    0.61    0.62    0.54    0.51    1.29    1.16    1.07    4.03
 2020 270   165     0     0    49.2    47.7     1.5     0.0  131.34  132.29    0.00    0.00    0.00  131.34  103.86    0.00    0.00    0.40     0.4     0.4    0.36    1.29    1.15    1.05    4.01    0.18    0.21    0.17    0.16    0.02    0.02    0.02    0.05    0.58    0.61    0.54    0.51    1.31    1.17    1.06    4.06
 2020 271   166     0     0    49.4    48.0     1.5     0.0  132.29  133.28    0.00    0.00    0.00  132.29  104.63    0.00    0.00    0.39     0.4     0.4    0.36    1.30    1.16    1.04    4.04    0.16    0.21    0.16    0.15    0.02    0.02    0.02    0.05    0.55    0.61    0.53    0.51    1.32    1.18    1.06    4.08
 2020 272   167     0     0    50.3    48.9     1.5     0.0  133.20  134.19    0.00    0.00    0.00  133.20  104.63    0.00    0.00    0.50     0.5     0.5    0.46    1.31    1.17    1.05    4.06    0.14    0.21    0.16    0.15    0.02    0.02    0.02    0.05    0.64    0.75    0.64    0.61    1.33    1.19    1.07    4.11
 2020 273   168     0     0    51.2    49.7     1.5     0.0  134.05  135.02    0.00    0.00    0.00  134.05  104.63    0.00    0.00    0.60     0.7     0.6    0.55    1.32    1.18    1.06    4.08    0.13    0.21    0.17    0.16    0.02    0.02    0.02    0.05    0.73    0.87    0.74    0.71    1.34    1.20    1.08    4.13
 2020 274   169     0     0    52.0    50.5     1.5     0.0  134.86  135.81    0.00    0.00    0.00  134.86  104.63    0.00    0.00    0.68     0.8     0.7    0.64    1.33    1.19    1.07    4.11    0.12    0.22    0.17    0.16    0.02    0.02    0.02    0.05    0.80    0.99    0.84    0.80    1.35    1.21    1.09    4.16
 2020 275   170     0     0    52.7    51.2     1.5     0.0  135.61  136.54    0.00    0.00    0.00  135.61  104.63    0.00    0.00    0.75     0.9     0.7    0.72    1.34    1.20    1.08    4.13    0.12    0.23    0.18    0.17    0.02    0.02    0.02    0.05    0.87    1.10    0.92    0.88    1.36    1.22    1.10    4.18
 2020 276   171     0     0    53.4    51.9     1.6     0.0  136.29  137.18    0.00    0.00    0.00  136.29  104.63    0.00    0.00    0.81     1.0     0.8    0.79    1.34    1.21    1.09    4.15    0.11    0.23    0.18    0.17    0.02    0.02    0.02    0.05    0.92    1.19    1.00    0.96    1.36    1.23    1.11    4.20
 2020 277   172     0     0    54.1    52.5     1.6     0.0  136.97  137.85    0.00    0.00    0.00  136.97  104.63    0.00    0.00    0.87     1.0     0.9    0.86    1.35    1.21    1.10    4.17    0.10    0.24    0.18    0.17    0.02    0.02    0.02    0.05    0.98    1.28    1.08    1.03    1.37    1.23    1.12    4.22
